用語,読み,訳語候補番号,訳語候補,使い分け基準,用例(和文),用例(英文),用例出典,注釈,
省令,しょうれい,1,Ordinance of the Ministry,,経済産業省令,Ordinance of METI,,【注】題名にかかわらず法形式が省令の場合はOrdinanceを用いる。,
省令,しょうれい,2,Ministerial Ordinance,後に続く語が長い場合など,出入国管理及び難民認定法第七条第一項第二号の基準を定める省令,"Ministerial Ordinance to Provide for Criteria Pursuant to Article 7, paragraph (1), item (ii) of the Immigration Control and Refugee Recognition Act",,,
条例,じょうれい,1,Prefectural Ordinance,都道府県条例,,,,,
条例,じょうれい,2,Municipal Ordinance,市町村条例,,,,,
情を知って,じょうをしって,,knowingly,,,,,,
所管,しょかん,,administrative jurisdiction,,,,,,
所管行政庁,しょかんぎょうせいちょう,,administrative agency with jurisdiction,,,,,,
書記官,しょきかん,,clerk,,,,,,
除去,じょきょ,,removal,,,,,,
職員,しょくいん,,official,官公庁職員の場合,,,,【注】その他の訳語の場合は、文脈に応じて適宜のものを選択し得る。,
職員団体,しょくいんだんたい,,employee organization,,,,,,
職業安定,しょくぎょうあんてい,,employment security,,,,,,
職業訓練,しょくぎょうくんれん,,vocational training,,高度職業訓練,high technology vocational training,職能開発法20条,,
職業指導,しょくぎょうしどう,,vocational guidance,,,,,,
職業紹介,しょくぎょうしょうかい,,employment placement,,,,,,
職業能力,しょくぎょうのうりょく,,vocational ability,,,,,,
嘱託,しょくたく,1,temporary employee,嘱託員などの場合,,,,,
嘱託,しょくたく,2,commission,裁判の嘱託手続などの場合,,,,,
食品安全委員会,しょくひんあんぜんいいんかい,,food safety commission,,,,,,
食品衛生,しょくひんえいせい,,food sanitation,,,,,,
食品関連事業者,しょくひんかんれんじぎょうしゃ,,food-related business operator,,,,,,
食品循環資源,しょくひんじゅんかんしげん,,resources from wasted food,,,,,,
職務,しょくむ,1,duty,,,,,,
職務,しょくむ,2,practice,弁護士等の専門職の場合,法律事務を行うことを職務とする,to provide legal services as a practice,外国弁護士による法律事務の取扱いに関する特別措置法5条の2第1項1号,,
職務執行,しょくむしっこう,1,performance of duty,,…及び政令の定めるところによりその職務を行うために要する費用の弁償を受けるものとする,…also be reimbursed for necessary expenses incurred in performing their duties as specified by Cabinet Order,労働組合法19条の8,,
職務執行,しょくむしっこう,2,execution of duty,,,,,,
職務上,しょくむじょう,1,in the course of duties,,,,,,
職務上,しょくむじょう,2,as a part of one's duties,,,,,,
職務発明,しょくむはつめい,,employee invention,,,,,,
助産師,じょさんし,,birthing assistant,,医師、助産師又は薬剤師の診療、助産又は調剤に関する債権,"any claim regarding a diagnosis, assistance in baby delivery, or the preparation of medicine by a doctor, birthing assistant, or pharmacist",民法170条,,
所持,しょじ,1,possession,,占有権は、占有者が占有の意思を放棄し、又は占有物の所持を失うことによって消滅する,"Possessory rights are extinguished when the possessor renounces the intention to possess, or loses possession of the possessed thing",民法203条,,
所持,しょじ,2,direct control (over things),,代理人が占有物の所持を失ったこと,That the agent has lost the direct control over the possessed thing,民法204条1項3号,,
所持者,しょじしゃ,,holder,,,,,,
所持人,しょじにん,1,possessor,原則,,,,,
所持人,しょじにん,2,holder,有価証券等の場合,,,,,
書証,しょしょう,1,examination of documentary evidence,証拠調べを意味する場合,,,,,
書証,しょしょう,2,documentary evidence,文書を意味する場合,,,,,
所掌事務,しょしょうじむ,,affairs under the jurisdiction,,,,,,
所掌する,しょしょうする,,have jurisdiction over,,,,,,
助成事業,じょせいじぎょう,,promotion services,,,,,,
除斥,じょせき,1,exclusion,配当からの「除斥」（破産法198条）などの場合,,,,,
除斥,じょせき,2,disqualification,裁判官の「除斥」の場合,,,,,
処断する,しょだんする,,deal with,,,,,,
職階制,しょっかいせい,,position classification plan,,,,,,
職権,しょっけん,,authority,,,,,,
職権証拠調べ,しょっけんしょうこしらべ,,examination of evidence by courts' own authority,,,,,,
職権調査事項,しょっけんちょうさじこう,,matters to be examined upon court's own authority,,,,,,
職権で,しょっけんで,1,by the court's own authority,,,,,,
職権で,しょっけんで,2,without any party's request,,,,,,
職権で,しょっけんで,3,ex officio,ある官職に当然にある権限の場合,,,,【注】ex officioは「職務上当然に、職権で」を意味し、ある官職にあるために当然にある権限を有するという場合に用いられる。,
職権で,しょっけんで,4,sua sponte,,,,,,
職権で,しょっけんで,5,by one's authority,,,,,,
所得税,しょとくぜい,,income tax,,,,,,
初日,しょにち,,first day,,,,,,
処分,しょぶん,1,disposition,原則,,,,,
処分,しょぶん,2,appropriation,利益の処分,,,,,
処分,しょぶん,3,ruling,訴訟法上の訴訟指揮のための裁判所、裁判長、受命裁判官及び裁判所事務官の行為の意味の「処分」,不作為を目的とする債務については、債務者の費用で、債務者がした行為の結果を除去し、又は将来のため適当な処分をすることを裁判所に請求することができる,"With respect to any obligation for an inaction, a request may be made to the court at the expense of the obligor seeking the removal of the outcome of the action performed by the obligor, or an appropriate ruling against any future action",民法414条3項,,
処分禁止の仮処分,しょぶんきんしのかりしょぶん,,the provisional disposition that prohibits the disposition of the property,,,,,,
処分庁,しょぶんちょう,,administrative agency ordering the disposition,,,,,,
処分の取消しの訴え,しょぶんのとりけしのうったえ,,action for revocation of original administrative disposition,,,,,,
署名,しょめい,,signature,,,,,,
除名,じょめい,,expulsion,,,,,,
署名押印,しょめいおういん,,signature and seal,,,,,,
書面尋問,しょめんじんもん,,submission of written statements in lieu of examination,民事訴訟手続の場合,,,,【注】書面尋問（民事訴訟法205条）は、「書面による尋問」ではなく、「尋問に代わる書面提出」である。,
書面で,しょめんで,,… in writing,,,,,,
書面による準備手続,しょめんによるじゅんびてつづき,,preparatory proceeding(s) by means of documents,,,,,,
書面の,しょめんの,1,written …,,,,,,
書面の,しょめんの,2,… in writing,,,,,,
所有権,しょゆうけん,,ownership,,,,,,
所有者,しょゆうしゃ,,owner,,,,,,
私立学校,しりつがっこう,,private school,,,,,,
自立支援,じりつしえん,,self -reliance support,,,,,,
思料する,しりょうする,,consider,,,,,,
資力申告書,しりょくしんこくしょ,,statement of one's financial resources,,,,,,
事理を弁識する能力,じりをべんしきするのうりょく,,capacity to appreciate one's situation,,,,,,
指令,しれい,,directive,,,,,,
知れている債権者,しれているさいけんしゃ,,known creditor,,会社は、…知れている債権者には、各別にこれを催告しなければならない,Company…must give notice of the same separately to each known creditor,会社法627条2項,,
侵害,しんがい,,infringement,,,,,,
浸害,しんがい,,damage by flood,,,,,,
侵害訴訟,しんがいそしょう,,infringement lawsuit,,,,,,
人格権,じんかくけん,,moral right,,,,,,
人格のない社団又は財団,じんかくのないしゃだんまたはざいだん,,association or foundation without legal personality,,,,,,
新株,しんかぶ,,new share,,,,,,
新株の発行,しんかぶのはっこう,,issue of new shares,,,,,,
新株予約権,しんかぶよやくけん,,share option,,,,,,
新株予約権原簿,しんかぶよやくけんげんぼ,,share option register,,,,,,
新株予約権付社債,しんかぶよやくけんつきしゃさい,,bond with share option,,,,,,
新株予約権無償割当て,しんかぶよやくけんむしょうわりあて,,allotment of share option without contribution,,,,,,
審議,しんぎ,,deliberation,,,,,,
審議委員,しんぎいいん,,council member,,,,,,
審議会,しんぎかい,,council,,,,,,
信義則,しんぎそく,,good faith principle (principle of good faith),,,,,,
信義に従い誠実に,しんぎにしたがいせいじつに,,in good faith,,,,,,
審決,しんけつ,1,trial decision,,,,,【注】trialは、特許法の場合など、狭義の司法機関でない場合も使用可。,
審決,しんけつ,2,decision on appeal,,,,,,
審決書,しんけつしょ,,written decision,,,,,,
親権,しんけん,,parental authority,,,,,,
人権,じんけん,,human rights,,,,,,
親権者,しんけんしゃ,,person who has parental authority,,,,,,
振興,しんこう,1,promotion,,,,,,
振興,しんこう,2,development,,,,,,
振興,しんこう,3,advancement,,,,,,
進行協議期日,しんこうきょうぎきじつ,,date for scheduling conference,,,,,,
申告,しんこく,,report,,,,,,
審査,しんさ,1,examination,原則,審査の請求,application for examination,逃亡犯罪人引渡法8条,,
審査,しんさ,2,review,事後的な審査,,,,,
審査,しんさ,3,screening,選別,,,,,
審査,しんさ,4,investigation,事実調査的な審査,,,,,
審査会,しんさかい,1,examination board,原則,,,,,
審査会,しんさかい,2,review board,事後的な審査,,,,,
審査会,しんさかい,3,screening board,選別,,,,,
審査官,しんさかん,1,examiner,原則,,,,,
審査官,しんさかん,2,reviewer,事後的な審査,,,,,
審査官,しんさかん,3,screener,選別,,,,,
審査官,しんさかん,4,investigator,事実調査的な審査,,,,,
審査請求,しんさせいきゅう,1,request for administrative review,一般的な場合,,,,,
審査請求,しんさせいきゅう,2,request for examination,特許法等の場合,出願審査の請求,request for examination of application,特許法48条の3見出し,,
審査請求命令,しんさせいきゅうめいれい,,order to apply for examination,,,,,,
人事,じんじ,,personnel affairs,,,,,,
人事行政,じんじぎょうせい,,personnel administration,,,,,,
人事記録,じんじきろく,,personnel record,,,,,,
真実であることの証明,しんじつであることのしょうめい,,proof of the truth,,,,,,
申述,しんじゅつ,,statement,,,,,,
信書,しんしょ,,(confidential) correspondence,,,,,,
心証,しんしょう,1,conviction,（刑事裁判での）有罪との結論,,,,,
心証,しんしょう,2,determination,訴訟上認定すべき事実に関する裁判官の内心的判断、自由な心証（民事訴訟法247条）,,,,,
審尋,しんじん,1,hearing,,,,,,
審尋,しんじん,2,interrogation,,,,,,
審訊,しんじん,1,hearing,,,,,,
審訊,しんじん,2,interrogation,,,,,,
心神耗弱,しんしんこうじゃく,,diminished capacity,,,,,,
心神喪失,しんしんそうしつ,,insanity,,,,,,
心身の故障のため,しんしんのこしょうのため,,due to mental or physical disorder,,,,,,
申請,しんせい,,application,,,,,,
申請者,しんせいしゃ,,applicant,,,,,,
申請書,しんせいしょ,1,written application,記入済みの場合,,,,,
申請書,しんせいしょ,2,application form,未記入の場合,,,,,
